CAL,CNC,GR,HRD,HRM,PE,ZDEN,DTC,DTS
8.625,0.0673,4.7232,6.8395,6.8804,8.5366,2.605,60.5399,110.8307
8.5781,0.269,33.0284,0.3235,0.2865,5.3111,2.1399,103.2246,206.8031
8.5781,0.2678,26.234,0.3971,0.3456,4.9941,2.1836,101.6426,199.7698
8.625,0.0725,7.794,4.7017,5.3162,8.299,2.5989,61.8443,119.5884
8.625,0.0457,6.7481,8.1372,8.3029,8.5193,2.6464,59.008,112.8717
8.625,0.0835,4.8969,3.2803,4.0328,8.2783,2.5728,64.8014,122.4023
8.625,0.0532,5.1321,6.1893,6.7991,8.3493,2.6268,58.9207,109.9151
8.6719,0.0877,7.2681,3.5288,4.0085,8.1849,2.5569,62.8215,117.2732
8.6719,0.2616,26.3531,0.3061,0.2896,5.3769,2.1707,100.3442,194.0058
8.6719,0.2007,62.37600000000001,6.33,5.6155,5.5809,2.2691,85.0056,138.2915
8.7266,0.172,51.9638,1.9752,2.0916,7.0966,2.5138,82.9455,145.6124
8.625,0.0651,21.257,9.6287,9.8497,7.5585,2.5953,60.2482,104.7631
8.625,0.0679,5.5056,6.5695,6.5277,8.1906,2.5958,60.4217,107.4593
8.6484,0.1223,31.5501,3.4181,4.1592,7.7772,2.5791,70.4669,128.6645
8.625,0.1575,45.1794,2.5093,2.8896,7.5257,2.5603,79.653,147.3198
8.7031,0.1203,9.3266,2.3969,2.7668,8.3447,2.531,69.2819,124.9681
8.625,0.0767,5.8969,4.8198,5.1827,8.2599,2.6124,65.0582,114.4083
8.6719,0.131,7.5028,2.341,2.4174,8.317,2.5048,70.6329,129.1511
8.5781,0.0506,3.603,8.454,11.5236,8.1813,2.6194,59.2726,101.8459
8.625,0.0486,5.4027,8.6318,9.2349,8.3897,2.6464,60.9112,116.5304
8.5625,0.3859,60.5885,0.6884,0.8036,6.7709,2.2942,100.2794,246.4925
8.6719,0.1305,10.306,2.2767,2.6153,8.0909,2.513,69.6077,127.6786
8.625,0.1268,42.5781,3.0958,3.4548,7.122999999999998,2.5593,74.4866,136.5322
8.75,0.1448,12.4978,2.0580000000000003,2.2889,8.266,2.4922,70.5119,131.7527
8.625,0.0757,5.7114,3.7703,4.337,8.3498,2.5848,62.1692,114.9043
8.625,0.1262,39.5959,3.0958,3.4615,7.0598,2.5569,74.5286,139.3659
8.6719,0.2808,116.8191,1.4658,1.493,6.9099,2.4838,90.4717,175.3789
8.625,0.1096,33.6265,3.3101,4.0247,7.7789,2.6007,74.4357,138.4993
8.625,0.2767,94.5814,1.5199,1.5647,7.3244,2.5759,86.8126,136.6911
8.5469,0.2297,35.5319,0.823,0.7909,5.2681,2.3202,83.6448,171.2194
8.625,0.1543,11.4902,1.8911,2.0719,7.9921,2.4824,73.923,140.8419
8.5625,0.3861,65.5698,0.83,0.7273,6.7881,2.3503,105.4278,263.17900000000003
8.6016,0.2146,31.1724,4.3567,4.7818,5.4458,2.2477,89.0493,140.0856
8.6719,0.1178,9.8454,2.6921,3.0391,8.4171,2.5328,68.8382,128.3207
8.625,0.1389,3.4198,1.706,1.7180000000000002,8.6618,2.4738,69.5206,129.6607
8.625,0.4406,220.7813,1.9017,1.8088,7.5628,2.2866,115.4549,228.8097
8.625,0.2549,28.3175,0.3139,0.2925,5.3539,2.1829,97.3397,193.0224
8.5625,0.272,27.7103,0.4122,0.353,5.1106,2.1809,102.2735,196.9032
8.7031,0.1141,38.2257,2.8749,4.3597,5.7321,2.5098,75.1146,117.5285
8.625,0.1378,2.2344,1.7403,1.724,8.6015,2.4657,69.22800000000001,130.8916
8.7031,0.1887,67.6955,1.5897,1.1543,8.227,2.5248,82.215,157.4854
8.6484,0.1252,33.4912,1.0788,0.9956,5.1169,2.4443,74.831,117.1251
8.5781,0.1526,37.2013,1.4182,1.7333,5.4987,2.4013,82.3017,258.5772
8.625,0.0897,2.3933,4.1141,4.4967,8.4056,2.5529,64.8714,118.8826
8.625,0.1591,15.7003,1.8767,1.9878,8.2172,2.5134,75.4921,141.7537
8.7031,0.1458,12.2466,1.9361,2.1754,8.3828,2.4976,70.8655,130.8596
8.625,0.0955,25.53,4.3063,4.7534,7.6724,2.5818,69.1735,121.6537
8.6719,0.0696,5.1597,5.1568,5.9679,8.2874,2.6019,63.4989,119.3527
8.625,0.1185,45.7796,3.5963,3.504,7.4849,2.5667,70.8015,123.8501
8.7031,0.0806,9.6727,5.6502,6.3815,7.9627,2.5768,62.2764,113.7236
8.6719,0.1134,9.6195,2.382,2.8751,8.1623,2.5246,68.81,124.1808
8.625,0.1145,16.4209,3.4264,4.3254,8.1672,2.5699,73.3387,133.5385
8.6875,0.1325,9.3221,2.2587,2.5756,8.1229,2.5135,69.6469,127.9755
8.625,0.0401,7.6597,7.967,8.6446,8.4587,2.6367,60.5444,116.0167
8.6719,0.2434,66.1786,27.0927,249.5807,6.2886,2.4437,85.5299,132.5698
8.625,0.0955,17.5221,3.7648,4.3037,7.8892,2.5639,68.0554,119.0357
8.625,0.0559,16.0182,9.6567,10.0174,7.6985,2.6103,58.69300000000001,103.4561
8.625,0.1193,8.7355,3.0978,2.9535,7.757999999999999,2.4913,69.2133,128.2966
8.5781,0.0705,15.0064,8.5421,8.6241,7.8488,2.5901,61.4486,108.668
8.6484,0.2336,85.7306,1.5171,1.5401,7.5684,2.5719,87.4732,178.5458
8.6719,0.3507,185.3283,1.5375,1.5502,7.0588,2.541,99.8523,190.8023
8.625,0.0881,10.3674,4.6182,5.0364,8.3933,2.5982,65.7847,123.506
8.5781,0.307,70.8256,1.0827,1.0168,6.8392,2.3728,92.7651,271.8495
8.6719,0.2666,94.8251,1.5786,1.6269999999999998,6.9685,2.4989,87.3929,158.2726
8.6719,0.0876,7.3504,3.6626,4.3713,8.3859,2.5705,64.7136,115.078
8.625,0.18,63.927,1.7134,1.4392,5.5451,2.3257,82.9669,132.8629
8.5469,0.3229,39.7319,0.4345,0.3832,5.3735,2.1833,77.0765,295.8921
8.6719,0.2376,44.9753,1.4196,1.596,5.6239,2.2328,92.5892,145.2339
8.6719,0.1272,7.734,2.4701,2.7035,8.0868,2.5057,69.4765,125.9621
8.7031,0.1358,8.8273,2.0688,2.377,8.3149,2.5107,69.5634,127.483
8.5781,0.2806,26.2264,0.3488,0.3198,5.1048,2.1513,101.473,189.3285
8.625,0.2016,47.7043,1.9248,2.0708,5.6466,2.2605,91.3753,144.9718
8.5781,0.1359,20.9131,20.7335,28.0339,5.1318,2.292,81.1628,126.0213
8.6484,0.2413,45.5333,1.2468,1.294,5.8364,2.2206,93.7994,145.5119
8.7031,0.147,43.3743,1.8898,1.9168,6.1261,2.4688,76.6612,130.3076
8.6719,0.1262,3.1871,2.048,2.1959,8.6757,2.4981,67.2565,125.2299
8.625,0.2498,33.735,0.3401,0.3099,4.9678,2.2072,99.1562,181.9223
8.625,0.2036,35.3221,4.489,5.2049,5.1201,2.2158,91.5612,142.3028
8.5781,0.259,28.0473,0.3102,0.3055,5.0349,2.1869,101.6694,190.0612
8.7031,0.3955,39.9967,0.8681,1.1764,11.6166,2.9413,75.4242,138.5601
8.625,0.224,46.7884,2.3999,2.2878,5.608,2.2549,92.3633,147.3114
8.625,0.2125,59.5824,2.3918,3.5959,6.3429,2.3593,85.5122,144.6475
8.625,0.092,3.573,4.1108,4.3709,8.3881,2.5565,64.1245,118.4812
8.6719,0.0944,9.4503,3.789,4.2258,7.8352,2.5538,66.3044,118.5447
8.5625,0.3806,78.5165,1.1473,1.2082,6.9184,2.3717,101.9167,259.6844
8.6719,0.1643,50.8718,2.3859,2.5964,7.1423,2.5327,80.6098,139.6398
8.7031,0.2199,44.9922,1.9648,1.805,6.2826,2.3186,88.8111,144.3436
8.6719,0.1016,8.0405,3.9391,6.1725,8.368,2.5294,69.6281,133.2481
8.6875,0.1348,9.2315,2.1497,2.4043,8.035,2.4981,70.0964,131.7934
8.625,0.0834,9.8268,4.9909,4.9733,8.3633,2.6114,63.88800000000001,114.5814
8.6719,0.1499,8.4481,2.0769,2.2545,8.2908,2.4799,72.8672,129.4785
8.625,0.0722,8.5241,4.7792,5.4516,8.2599,2.6083,63.2429,114.8296
8.7031,0.126,15.8838,2.427,2.8036,8.3442,2.541,72.2511,133.3086
8.625,0.0725,8.1867,5.0175,5.526,8.3423,2.6035,61.87600000000001,115.2855
8.6719,0.1776,48.0446,2.1097,2.305,7.7319,2.5613,81.663,153.6578
8.625,0.1985,32.7718,4.3404,4.8817,5.1632,2.2339,89.9266,136.6152
8.5781,0.2314,37.958,3.6699,3.9433,5.1799,2.197,92.2694,143.6048
8.625,0.1041,21.6084,3.9391,5.0503,7.6936,2.5717,67.2959,122.1312
8.6719,0.1194,10.9889,3.143,3.9473,8.2649,2.5502,66.5174,130.4234
8.625,0.2617,26.8219,0.3037,0.29,5.4018,2.1761,100.0552,193.8202
8.6719,0.2143,62.6368,1.7945,1.9547,6.8283,2.5038,87.2585,175.7258
8.5781,0.2508,33.2673,0.5138,0.4656,5.3132,2.229,96.5227,182.7264
8.625,0.0715,2.3393,4.7391,5.0691,8.3637,2.5868,61.8598,115.1543
8.625,0.081,9.9975,5.245,5.2410000000000005,8.3893,2.6233,62.6041,112.3314
8.7031,0.2389,80.80199999999998,1.7024,1.8287,6.7567,2.5311,76.0871,124.4244
8.625,0.124,35.3667,3.1751,3.5773,8.0776,2.5903,73.748,136.1276
8.625,0.0888,6.7571,3.125,3.7117,8.4665,2.5756,65.0837,119.2746
8.625,0.1242,10.6671,2.7903,3.1099,8.2307,2.5385,70.6325,133.0195
8.75,0.1233,11.5027,2.5145,2.9861,8.4264,2.5271,69.8925,129.657
8.625,0.1093,27.8168,3.4337,3.8182,8.2215,2.5809,71.1762,134.3925
8.625,0.1164,32.0616,2.8461,3.5683,8.158,2.5859,73.5894,136.0545
8.625,0.2339,42.9579,1.7487,1.733,5.5067,2.2721,91.5845,147.9296
8.625,0.0984,10.2142,3.936,4.0888,8.4226,2.5445,62.7969,114.141
8.625,0.0558,14.9923,10.261,11.454,7.7233,2.6168,58.8436,104.0261
8.625,0.1591,15.7003,1.8767,1.9878,8.2172,2.5134,75.4921,141.7537
8.6719,0.1015,12.1501,3.3829,3.8138,8.0021,2.5629,68.6602,124.1842
8.6719,0.0566,6.3609,7.2021,9.2323,8.4672,2.6234,58.9966,109.341
8.6719,0.1612,6.1079,2.7401,2.4492,8.1619,2.4246,67.6704,122.0252
8.6719,0.1472,9.7106,1.907,1.9655,8.096,2.4833,71.0116,133.2891
8.5781,0.2373,29.513,0.3452,0.3196,4.938,2.2095,99.0731,176.6332
8.625,0.084,5.5597,3.4745,3.766,8.2979,2.5836,66.3124,120.5791
8.6719,0.3493,174.9978,1.5025,1.486,7.0406,2.4766,103.6692,191.7168
8.625,0.0744,6.1577,4.1307,4.9246,8.4218,2.5761,61.9985,120.5362
8.7813,0.2001,70.4989,1.0472,1.042,6.5013,2.4527,83.3298,130.422
8.625,0.1027,26.4853,3.6016,4.0621,8.062999999999999,2.5973,70.8456,124.518
8.6016,0.1427,26.8815,10.4063,11.036,5.1298,2.2867,84.2853,133.3426
8.6484,0.0922,10.291,4.1474,4.5841,7.9184,2.5647,65.7533,115.9932
8.7188,0.1161,8.5808,2.5865,3.0575,8.6226,2.5416,68.2152,121.3191
8.6719,0.1003,13.824000000000002,3.7846,4.1831,7.8582,2.5704,66.971,122.0849
8.5573,0.3466,47.0375,0.5946,0.5343,6.1102,2.2321,80.4343,262.8746
8.625,0.1234,2.0298,1.8946,2.0415,8.7824,2.4565,68.9129,129.7357
8.625,0.1293,20.3387,2.6963,3.225,8.051,2.5711,75.009,138.7732
8.625,0.0932,3.5114,2.7607,3.503,8.3797,2.4893,62.4162,111.1613
8.7031,0.08,9.6316,5.5639,5.7712,8.4177,2.5917,64.4255,119.422
8.6719,0.0957,9.569,3.7818,4.2053,7.8363,2.5528,66.4974,119.4661
8.5469,0.3651,69.5387,0.7312,0.915,5.768,2.2625,104.9498,303.0263
8.625,0.0733,6.4696,4.1174,5.0724,8.5777,2.5889,62.2452,112.6387
8.6484,0.2448,48.7697,1.2235,1.2099,5.782,2.228,93.3489,145.4608
8.5781,0.3003,48.2498,1.0590000000000002,1.1337,7.0645,2.4076,94.3548,269.0766
8.6719,0.3239,183.1945,1.7022,1.9707,7.7875,2.5228,96.7044,191.1114
8.625,0.2151,46.0431,2.9851,3.2127,5.4092,2.2554,91.1532,145.734
8.625,0.0591,11.3739,9.4841,10.1981,7.7374,2.6021,60.2605,108.1468
8.6719,0.0806,9.9182,4.8896,5.3805,8.0331,2.5773,64.7122,114.5775
8.6719,0.149,8.7208,2.0847,2.2613,8.2919,2.4815,72.6051,128.3012
8.5781,0.2651,29.215,0.3259,0.3074,4.902,2.1879,98.8756,185.0259
8.625,0.2245,36.469,4.2084,4.3867,5.2649,2.1925,93.8166,148.4812
8.625,0.1146,30.3133,3.1632,3.5919,8.1336,2.5934,70.5632,135.515
8.625,0.1039,2.1829,2.5976,2.5357,8.761000000000001,2.5355,66.1412,119.8269
8.6875,0.1179,7.9132,2.7401,2.9417,8.3899,2.5332,67.9317,124.6433
8.6016,0.1673,16.1644,18.4293,25.5431,4.9786,2.1877,88.7108,139.5166
8.5781,0.3675,54.9784,0.8140000000000001,0.7249,6.9715,2.349,103.7019,263.8118
8.75,0.1322,8.4406,2.0693,2.3904,8.3054,2.5054,69.4035,127.6015
8.6719,0.256,89.934,1.4734,1.5019,6.9329,2.507,85.3013,134.3461
8.6719,0.0699,10.5897,5.0851,5.5129,8.1803,2.6086,64.2335,117.5586
8.5469,0.2293,29.2868,0.4197,0.3849,5.0455,2.2278,91.5253,168.1879
8.625,0.1256,27.4787,4.4681,4.4506,6.2317,2.4353,72.8838,108.2635
8.625,0.1503,38.7448,2.5329,3.0302,7.767,2.574,78.9784,150.6617
8.625,0.0967,9.1061,3.2701,3.5739,8.3223,2.5712,68.1148,121.5121
8.7031,0.1525,8.8362,1.8086,1.8723,8.1179,2.4622,71.9263,133.5768
8.6719,0.1322,8.1059,2.8258,2.8755,8.5876,2.5176,70.0079,131.5325
8.5,0.2907,36.1834,0.5181,0.4219,5.2568,2.1769,102.7938,250.2684
8.625,0.07,7.5467,4.8545,5.6349,8.4938,2.6184,62.9706,116.9469
8.625,0.1242,10.6671,2.7903,3.1099,8.2307,2.5385,70.6325,133.0195
8.5781,0.1692,10.888,31.0903,46.8149,5.2916,2.1923,88.3514,143.315
8.625,0.0576,11.9379,9.1066,9.9643,7.8493,2.6002,59.8098,105.1964
8.625,0.0859,7.066,3.2276,3.6176,8.538,2.5757,68.135,122.5575
8.625,0.0624,4.0016,5.145,6.761,8.5965,2.6067,60.8365,112.2429
8.7031,0.1652,59.2992,2.0655,2.202,7.1601,2.5149,81.7447,142.5139
8.625,0.0703,5.5709,6.7743,6.7271,8.3357,2.6109,60.4101,110.5414
8.6719,0.1029,6.575,3.4945,3.9202,8.4912,2.5494,64.9757,119.1008
8.625,0.1773,66.6975,1.7153,1.4575,5.6112,2.4028,83.3603,131.7551
8.625,0.0939,9.661,4.1574,4.5049,8.119,2.5665,65.2335,109.3218
8.625,0.0828,7.5597,4.0944,4.8256,8.4436,2.6026,65.6084,118.6518
8.5781,0.261,32.1839,0.316,0.3013,4.9376,2.1677,100.9141,187.3277
8.75,0.1142,5.6134,2.8776,3.107,8.6849,2.5067,66.9181,123.6366
8.5781,0.2816,26.0636,0.4042,0.3349,5.2809,2.1349,105.0114,204.7303
8.625,0.127,12.0223,2.6227,3.2276,8.4377,2.5649,70.6032,132.8687
8.625,0.0418,7.9644,8.3357,9.5413,8.4717,2.6376,60.5961,115.9142
8.625,0.0899,1.5208,4.9029,4.5118,8.4568,2.544,64.4905,121.7383
8.625,0.1838,43.6145,3.0066,3.6231,5.3909,2.2427,88.9983,141.9972
8.6719,0.2142,38.2671,0.8863,0.7868,7.2096,2.5017,81.7734,139.0695
8.5469,0.2376,27.6308,0.4188,0.387,4.9248,2.2253,93.0094,168.5707
8.625,0.0886,9.2115,3.696,4.0253,8.3355,2.5729,68.6142,123.1816
8.5781,0.3352,52.7338,0.6488,0.6316,5.8856,2.2346,103.7496,267.4519
8.625,0.1357,36.5816,3.2413,3.9046,7.6802,2.5742,71.4859,129.3022
8.6719,0.076,9.6053,4.5843,5.0375,8.2847,2.5908,64.8841,120.7616
8.6719,0.192,55.8903,2.0589,2.6736,7.0516,2.5349,84.4562,146.2046
8.6484,0.0562,2.5339,5.6333,7.6925,8.7426,2.6107,58.3103,107.5564
8.7031,0.1459,9.5858,2.0654,2.3052,8.1756,2.4912,70.3684,132.5784
8.625,0.0836,19.3752,7.2527,8.0626,6.972,2.56,64.2472,109.6233
8.6719,0.0503,4.8347,7.4654,8.0301,8.5839,2.6228,56.7222,104.5184
8.6719,0.1994,98.132,1.5412,1.6486,8.0204,2.6554,79.0528,136.1817
8.5469,0.2237,37.3426,0.4726,0.4393,5.1427,2.2672,89.7882,151.735
8.5781,0.2687,25.9735,0.334,0.3066,5.0168,2.1766,99.747,184.9912
8.7656,0.0927,18.9558,56.1927,62290.7695,10.4834,2.6372,73.7541,116.7633
8.6719,0.2616,26.3531,0.3061,0.2896,5.3769,2.1707,100.3442,194.0058
8.625,0.1152,41.0171,3.4558,3.9331,7.6118,2.6024,74.3699,139.0985
8.6719,0.2153,62.8517,1.8749,2.1275,6.8198,2.5073,86.8285,159.3776
8.6719,0.194,56.073,7.2197,7.4656,5.497999999999998,2.2858,84.4535,134.5018
8.625,0.1484,29.0048,10.0514,10.2029,5.1577,2.2856,84.7884,135.0893
8.6719,0.1693,50.8103,2.2368,2.3272,6.8414,2.5154,79.2768,139.4808
8.7031,0.0659,11.1088,5.9354,6.7193,8.0851,2.6024,62.8531,116.2794
8.6719,0.1394,9.5207,1.9961,2.0791,8.1325,2.4913,71.1844,131.3058
8.625,0.062,16.9783,9.6708,10.4825,8.0446,2.6206,60.1012,106.6167
8.625,0.049,5.6257,8.7403,9.3977,8.3792,2.6465,60.952,116.1766
8.625,0.1275,38.5942,3.1292,3.5069,7.087999999999999,2.5644,74.395,139.5132
8.625,0.1612,26.1831,1.5993,1.6557,8.1299,2.5347,75.5445,144.0307
8.6484,0.0597,4.1758,5.8958,7.6993,8.6397,2.5933,59.4044,103.7514
8.625,0.2162,36.9921,6.0129,7.1412,5.1852,2.1925,90.2651,135.8852
8.7031,0.0598,33.4787,15.405,25.5773,7.2137,2.6854,55.9452,87.9023
8.6719,0.1974,57.1065,1.9168,2.2445,6.6374,2.5045,85.5295,144.2041
8.6484,0.1053,24.3172,5.6361,5.5657,6.3078,2.5198,68.3309,105.2955
8.5469,0.2562,30.3784,0.4204,0.3773,5.428,2.1997,86.8061,277.188
8.625,0.2695,92.9509,1.4792,1.4743,7.1408,2.5658,86.7498,134.1076
8.6719,0.1872,33.4718,1.7368,1.8771,8.351,2.5686,79.6753,147.6547
8.6719,0.0993,9.6549,4.1374,4.4513,8.1535,2.5625,65.4081,110.4669
8.7031,0.1358,8.8273,2.0688,2.377,8.3149,2.5107,69.5634,127.483
8.6719,0.128,11.4692,2.345,2.7919,8.1905,2.5154,69.0241,124.1422
8.6719,0.1069,16.3326,3.9422,4.3683,8.0335,2.5805,69.3062,125.283
8.6719,0.2214,55.4712,1.5391,1.9723,8.2905,2.5762,84.6236,121.6848
8.7031,0.0998,5.5244,3.1114,3.8981,8.491,2.5468,65.0091,122.7987
8.625,0.0584,3.9975,5.6757,7.427,8.5583,2.6073,60.1633,109.8502
8.6719,0.1126,10.8888,2.6731,2.9821,7.9848,2.5361,69.8534,125.2517
8.6543,0.1096,3.8752,3.0947,3.5704,8.4834,2.5306,64.6734,119.3133
8.625,0.0715,5.882999999999999,5.1578,5.5648,8.5129,2.6031,63.2062,117.6651
8.6016,0.2048,35.4373,4.3749,4.6727,5.2071,2.2237,90.4682,140.9489
8.6719,0.0976,14.8533,3.7718,4.1924,7.8791,2.5654,67.4198,120.1307
8.6484,0.0876,18.557,4.7855,5.3653,7.8658,2.5761,66.6668,113.7173
8.625,0.3184,129.0711,1.4774,1.4158,7.1332,2.4701,99.21,180.2776
8.625,0.1401,33.6141,2.7547,3.3454,7.8816,2.5809,75.9825,150.5595
8.6367,0.0938,6.5884,3.5989,4.4358,8.4425,2.577,66.735,123.8439
8.5781,0.2306,28.2445,0.3663,0.344,4.8824,2.2012,94.678,178.5598
8.6719,0.2733,56.4866,59.9609,87.1117,6.8026,2.4336,83.8982,124.3771
8.5781,0.3899,53.6764,0.5245,0.5078,6.25,2.2269,81.8429,284.1555
8.5781,0.4949,77.4755,0.7355,0.7001,7.2249,2.2955,118.0327,268.8087
8.5781,0.0694,7.6231,5.3744,6.3722,8.1618,2.6111,61.3414,117.1709
8.5,0.2072,26.1445,0.7164,0.6932,4.963,2.2608,87.4773,237.507
8.6719,0.1021,24.9367,3.9684,4.6763,8.2982,2.6171,68.99,127.3065
8.625,0.0856,3.2972,4.0993,4.6561,8.3474,2.5599,64.7206,118.7531
8.625,0.1699,11.2618,1.5876,1.6379,7.9436,2.4478,75.1656,141.9422
8.625,0.2204,45.3566,3.2895,3.6831,5.5049,2.2489,91.9777,146.0574
8.5781,0.1589,36.7209,5.8714,6.5516,5.167000000000002,2.305,85.559,142.1172
8.6719,0.127,3.1064,2.0531,2.1813,8.6418,2.499,67.3252,125.1882
8.5781,0.0923,9.5694,4.7601,4.7356,8.2985,2.5975,66.3876,119.3234
8.6719,0.0895,21.9838,6.3989,6.6086,7.4926,2.5784,66.4534,116.469
8.625,0.0545,5.1203,6.1048,6.6914,8.3083,2.6195,58.3194,108.3341
8.625,0.0934,12.2351,4.7579,5.4326,8.3426,2.5925,65.8351,118.0836
8.6719,0.0988,12.1029,3.7448,4.1508,7.9777,2.5639,67.5806,120.5713
8.625,0.085,2.4928,2.6731,3.5789,8.4801,2.5709,65.0348,122.5934
8.625,0.1108,27.1326,3.2432,3.6253,7.6053,2.5683,70.8969,133.4079
8.6719,0.1775,46.4047,2.1693,2.4249,7.612,2.5559,82.0111,157.2287
8.5469,0.3166,40.4576,0.5153,0.4187,6.1677,2.2053,82.5943,257.251
8.625,0.3724,57.6249,1.0614,1.2946,6.6661,2.2739,109.9131,310.548
8.5469,0.2493,26.5558,0.5066,0.4092,5.1273,2.1804,85.5624,255.0046
8.625,0.2201,29.4307,3.802,4.3003,5.2793,2.2261,89.7192,139.7163
8.625,0.0526,5.9631,6.3574,7.1032,8.3979,2.6339,58.8813,107.7859
8.6719,0.0632,7.9013,5.0499,5.6719,8.4689,2.6154,61.713,110.3436
8.625,0.1756,8.0905,1.5962,1.7305,7.9508,2.4436,74.273,138.5473
8.6563,0.0905,21.2975,4.5139999999999985,4.8996,7.9453,2.594,66.8781,126.8861
8.625,0.2082,33.0508,4.0748,4.8778,5.0648,2.2028,91.1147,141.5467
8.7031,0.1335,18.9443,2.5123,2.8817,8.1992,2.5528,71.4946,135.2871
8.6719,0.0746,8.8607,4.5646,4.9411,8.3395,2.5947,62.7839,116.6714
8.6719,0.0502,8.0978,9.3261,10.9942,8.3839,2.6341,60.6577,114.6184
8.625,0.0631,4.4495,5.9264,7.1172,8.3759,2.6108,61.7202,116.4953
8.625,0.0892,2.6092,5.1907,4.7164,8.4843,2.5545,62.6054,118.6451
8.6719,0.3087,87.8371,1.3491,1.4181,8.1789,2.5425,92.6269,129.2061
8.625,0.1323,11.4176,82.6241,131.0099,5.1173,2.2385,76.0902,122.4604
8.7031,0.1425,13.289,1.9199,2.2724,8.0696,2.5048,71.9649,136.2033
8.625,0.3432,52.5266,0.841,0.8202,6.9086,2.3551,108.9253,267.1808
8.625,0.2061,33.1857,4.6042,4.8462,5.2067,2.2349,90.9291,141.2876
8.6719,0.1211,8.4304,2.4066,2.7506,8.0451,2.5221,69.3641,126.5324
8.625,0.0954,20.1617,3.5844,4.3657,7.6331,2.5772,69.7024,129.721
8.625,0.0676,9.4499,6.2624,6.7041,8.5197,2.6141,61.5539,106.5147
8.5781,0.2662,32.3213,0.5086,0.4537,5.359,2.2257,93.3898,182.3308
8.6719,0.0807,9.0615,4.5883,5.0829,8.4911,2.5907,64.5387,121.9563
8.5469,0.2413,30.7067,0.3794,0.3516,4.9225,2.2142,94.5363,249.9915
8.625,0.1351,13.43,2.7256,2.9163,8.2444,2.5342,72.4975,132.2269
8.625,0.1139,1.4419,2.7165,2.8135,8.5602,2.503,66.5722,122.4404
8.625,0.1249,7.3635,2.8168,3.505,8.2452,2.5312,69.8933,122.6606
8.5469,0.2006,27.5759,0.5859,0.5502,4.9089,2.2816,86.8059,141.6198
8.6719,0.4123,185.8006,1.8788,2.0832,7.3861,2.2821,113.1098,214.1421
8.6719,0.2276,43.5926,1.8329,2.0723,6.0648,2.2561,89.5104,140.2399
8.6719,0.0886,25.7125,3.0525,4.5352,8.2603,2.5841,70.4234,124.6841
8.625,0.0881,21.9658,4.8918,5.3465,7.7022,2.5918,67.8314,118.6836
8.5781,0.1172,31.2261,2.5286,3.3906,6.263,2.447,61.8686,237.7369
8.625,0.0724,6.472,5.1471,5.5604,8.3249,2.5839,63.3177,118.848
8.7031,0.1616,51.7005,2.1887,2.4443,6.787000000000001,2.5095,82.8725,142.0857
8.6719,0.0877,15.2846,3.6362,4.2959,7.8211,2.5758,68.9609,120.1618
8.625,0.1207,8.2632,2.7798,3.0969,8.2134,2.5411,70.3794,131.9165
8.625,0.1621,44.7802,2.3626,2.5352,7.7035,2.5707,80.3043,150.5522
8.625,0.4431,238.1989,2.2576,2.4566,7.2377,2.2518,114.5058,222.0164
8.625,0.173,38.2308,4.311,4.4881,5.3559,2.3082,83.7195,138.8214
8.6719,0.0904,7.0939,3.6932,4.4038,8.3059,2.5743,65.7354,117.2129
8.6719,0.1985,56.3349,1.9043,2.1417,7.016,2.5199,85.695,167.5516
8.6875,0.2551,64.4891,5.4844,7.5041,7.9497,2.5836,74.9513,126.8796
8.6719,0.1666,53.8554,2.4089,2.6769,6.9629,2.5238,80.4292,136.3002
8.625,0.1754,37.902,2.6989,5.449,6.424,2.3694,79.9247,132.9389
8.625,0.2096,38.8792,6.4975,7.6734,5.2116,2.2013,80.2178,126.0644
8.7031,0.1286,47.8535,2.5071,2.9823,5.6319,2.5549,73.9313,126.7166
8.6719,0.0843,20.1601,6.4479,6.8593,7.6024,2.5679,65.9977,117.7233
8.625,0.1144,6.4643,2.4085,2.8252,8.3758,2.5417,69.4147,126.2842
8.6484,0.159,12.8399,1.9361,2.0904,8.2461,2.4906,74.2969,142.8637
8.6719,0.077,10.0006,4.7286,5.1938,8.3367,2.5961,64.4196,113.938
8.7031,0.0995,4.9056,3.1433,3.9549,8.5536,2.5582,65.3008,121.3999
8.6719,0.0635,7.4045,5.542000000000002,5.9412,8.3905,2.6083,61.8067,117.2289
8.625,0.4311,88.5341,0.8361,0.7404,7.2079,2.3471,108.5697,301.9022
8.6719,0.1519,38.2586,2.4361,2.895,7.3391,2.5408,81.1434,147.7628
8.625,0.0534,6.3003,6.4726,7.229,8.397,2.6262,58.2939,106.9479
8.625,0.0956,23.7072,3.5753,4.1216,8.1506,2.5943,69.0231,132.1965
8.625,0.2491,27.5294,0.3324,0.3145,5.1113,2.1775,99.7543,195.6799
8.5781,0.1279,11.4316,2.9386,3.3079,7.952000000000001,2.523,70.1628,128.782
8.5469,0.2511,27.7885,0.3774,0.3513,5.0142,2.2153,94.3086,174.9693
8.5781,0.2456,30.0906,0.6548,0.6983,5.0632,2.2452,91.1562,173.9423
8.6719,0.135,7.6158,2.0419,2.1382,8.0233,2.4911,69.7352,124.4419
8.625,0.1289,2.9355,2.6648,2.3613,8.2853,2.4853,66.1742,118.3071
8.5469,0.1724,30.0421,0.7099,0.6951,4.9678,2.3306,83.7645,131.4993
